MaNV,TenNV,ChucVu,BoPhan,CCCD,SDT_NV,Email_NV,NgaySinh,GioiTinh
NV000988,Vo Lan,Dieu hanh,An toan bay,203678398092,096309366200,nv988@airline.vn,1979-03-22,Khac
NV000989,Bui Manh,Ky thuat,Tai chinh,494550789844,097148287500,nv989@airline.vn,1966-07-26,Khac
NV000990,Vu Van Yen,Dieu hanh,Dieu hanh bay,535847767476,098310160200,nv990@airline.vn,1993-09-26,Nam
NV000991,Vu Manh,Dieu hanh,An toan bay,834035904298,097699844200,nv991@airline.vn,1961-02-24,Khac
NV000992,Le Viet,Tiep vien,An toan bay,302545998950,086825204200,nv992@airline.vn,1987-08-17,Nam
NV000993,Bui Lan,Ky thuat,Khai thac bay,537870207947,098645032400,nv993@airline.vn,1970-03-18,Nam
NV000994,Vo Thi Oanh,Tiep vien,An toan bay,218263902960,033642673800,nv994@airline.vn,1981-10-16,Khac
NV000995,Vo Hung,Tiep vien,An toan bay,644756239450,086597252800,nv995@airline.vn,1961-09-27,Nam
NV000996,Dang Van Son,Tiep vien,Khai thac bay,181279153752,097588063900,nv996@airline.vn,1967-08-04,Khac
NV000997,Huynh Thi Yen,Dieu hanh,Khai thac bay,749137384770,098691362600,nv997@airline.vn,1985-06-26,Nam
NV000998,Dang Bao,Phi cong,Tai chinh,439203613298,096818954900,nv998@airline.vn,1962-01-28,Nu
NV000999,Nguyen Thi An,Tiep vien,Ky thuat may bay,875646895155,097403578700,nv999@airline.vn,1993-08-18,Khac
NV001000,Huynh Van Viet,Tiep vien,Tai chinh,950475080104,033429130300,nv1000@airline.vn,1961-02-04,Nam
NV001001,Huynh Van An,Dieu hanh,Dieu hanh bay,790783698586,032927800600,nv1001@airline.vn,1977-03-19,Nam
NV001002,Vu Duc Dat,Tiep vien,Phuc vu mat dat,349804106673,098417144000,nv1002@airline.vn,1986-10-07,Nam
NV001003,Dang An,Tiep vien,Khai thac bay,959052042909,086428104600,nv1003@airline.vn,1961-03-26,Nu
NV001004,Le Thu,Tiep vien,Ky thuat may bay,987777252043,096857042100,nv1004@airline.vn,1983-04-16,Nu
NV001005,Nguyen Phu,Phi cong,Tai chinh,403923225326,034756036500,nv1005@airline.vn,1998-06-14,Khac
NV001006,Hoang Binh,Dieu hanh,Dieu hanh bay,331021935031,034609908000,nv1006@airline.vn,1976-06-08,Nu
NV001007,Huynh Duc Chi,Ky thuat,Tai chinh,828153547657,098802685300,nv1007@airline.vn,1982-09-07,Nu
NV001008,Dang Duc Lan,Dieu hanh,Tai chinh,352785237851,097692527100,nv1008@airline.vn,1995-07-21,Nam
NV001009,Vu Thi Yen,Ky thuat,Dieu hanh bay,429981780687,096625445300,nv1009@airline.vn,1975-03-01,Khac
NV001010,Vo Son,Phi cong,An toan bay,769590092104,034508866100,nv1010@airline.vn,1970-11-14,Nam
NV001011,Hoang Thi Oanh,Ky thuat,An toan bay,472332900264,098998540600,nv1011@airline.vn,1962-06-01,Nu
NV001012,Huynh Duc Binh,Phi cong,An toan bay,684866606566,034772586900,nv1012@airline.vn,1989-03-24,Nam
NV001013,Nguyen Thi Viet,Tiep vien,Phuc vu mat dat,764681228617,098429086800,nv1013@airline.vn,1996-01-23,Khac
NV001014,Vo Manh,Tiep vien,An toan bay,397704508287,097679417200,nv1014@airline.vn,1960-04-18,Nam
NV001015,Tran Thi Uyen,Tiep vien,An toan bay,486516161965,032694496200,nv1015@airline.vn,1962-11-05,Nam
NV001016,Hoang Van Phu,Tiep vien,An toan bay,439707059304,033676159200,nv1016@airline.vn,1974-02-05,Khac
NV001017,Bui Thi Nam,Tiep vien,Dieu hanh bay,936798939719,034415563800,nv1017@airline.vn,1965-12-24,Nam
NV001018,Tran Thi Hung,Tiep vien,An toan bay,400773091523,098379961100,nv1018@airline.vn,1985-06-06,Khac
NV001019,Hoang Hung,Ky thuat,Phuc vu mat dat,833606718078,034286243000,nv1019@airline.vn,1963-09-12,Khac
NV001020,Pham Thi Anh,Dieu hanh,Tai chinh,485159340154,034590826800,nv1020@airline.vn,1981-02-09,Khac
NV001021,Nguyen Van Dat,Dieu hanh,Phuc vu mat dat,204471553055,032899663200,nv1021@airline.vn,1979-06-27,Nu
NV001022,Huynh Manh,Phi cong,Dieu hanh bay,620273923387,033280612600,nv1022@airline.vn,1986-08-07,Nam
NV001023,Vo Nam,Phi cong,Phuc vu mat dat,198122204697,097632610300,nv1023@airline.vn,1990-06-14,Nam
NV001024,Vu Van Nam,Tiep vien,Dieu hanh bay,662764184720,034982010200,nv1024@airline.vn,1967-09-26,Khac
NV001025,Vu Van Khanh,Dieu hanh,An toan bay,168431324458,086492656200,nv1025@airline.vn,1965-10-27,Khac
NV001026,Pham Thi An,Dieu hanh,An toan bay,577058139342,097928914900,nv1026@airline.vn,1963-05-11,Nam
NV001027,Huynh Thi Dat,Tiep vien,Tai chinh,897592172137,086839394000,nv1027@airline.vn,1974-11-26,Nam
NV001028,Le Duc Lan,Tiep vien,An toan bay,713835685847,096164555800,nv1028@airline.vn,1979-09-12,Nam
NV001029,Hoang Van Hung,Tiep vien,Ky thuat may bay,995963707508,033772326500,nv1029@airline.vn,1979-06-02,Nam
NV001030,Dang Thi Khanh,Phi cong,Phuc vu mat dat,242830647997,086707019600,nv1030@airline.vn,1983-08-13,Khac
NV001031,Le Van Dat,Phi cong,Tai chinh,419250225201,096140739800,nv1031@airline.vn,1978-11-09,Nam
NV001032,Tran Thi Anh,Tiep vien,Phuc vu mat dat,510663457141,033241862100,nv1032@airline.vn,1962-11-21,Nam
NV001033,Bui Yen,Phi cong,Tai chinh,218723705754,034126507400,nv1033@airline.vn,1986-03-22,Nam
NV001034,Vo Thi Dat,Ky thuat,Ky thuat may bay,172193666572,086458410700,nv1034@airline.vn,1970-09-04,Khac
NV001035,Le Van Dat,Phi cong,Tai chinh,639033083285,033361086600,nv1035@airline.vn,1970-02-19,Nam
NV001036,Vu Van Cuong,Tiep vien,Dieu hanh bay,843964920055,086830059600,nv1036@airline.vn,1990-02-25,Nam
NV001037,Huynh Hung,Ky thuat,Khai thac bay,806273316675,034680923000,nv1037@airline.vn,1998-12-20,Nam
NV001038,Huynh Van Lan,Tiep vien,Ky thuat may bay,157199498375,032397932500,nv1038@airline.vn,1960-03-25,Khac
NV001039,Dang Manh,Dieu hanh,An toan bay,916958815914,034680860900,nv1039@airline.vn,1963-03-20,Nu
NV001040,Dang Thu,Ky thuat,Khai thac bay,813985655409,098179732100,nv1040@airline.vn,1977-01-20,Nam
NV001041,Hoang Uyen,Tiep vien,Ky thuat may bay,175700661477,096345275600,nv1041@airline.vn,1975-07-18,Nam
NV001042,Nguyen Thi Chi,Dieu hanh,Tai chinh,590193905211,033220243900,nv1042@airline.vn,1963-06-04,Nam
NV001043,Pham Nam,Phi cong,Khai thac bay,441645286959,033349808100,nv1043@airline.vn,1960-02-08,Nam
NV001044,Huynh Thi Manh,Phi cong,An toan bay,317927637322,097228844500,nv1044@airline.vn,1984-09-04,Khac
NV001045,Pham Van Uyen,Tiep vien,An toan bay,845457460241,097244206300,nv1045@airline.vn,1990-04-24,Khac
NV001046,Bui An,Dieu hanh,An toan bay,438041546435,097915526900,nv1046@airline.vn,1987-08-06,Nam
NV001047,Nguyen Duc An,Tiep vien,Khai thac bay,865607895794,097267307600,nv1047@airline.vn,1963-08-01,Khac
NV001048,Tran Thi Uyen,Tiep vien,An toan bay,133476165039,098994448600,nv1048@airline.vn,1998-06-04,Nam
NV001049,Pham Van Viet,Dieu hanh,Ky thuat may bay,937866201423,032235062100,nv1049@airline.vn,1976-11-10,Nu
NV001050,Hoang Son,Dieu hanh,Dieu hanh bay,774918754800,086677332700,nv1050@airline.vn,1981-07-27,Nam
NV001051,Bui Khanh,Ky thuat,Dieu hanh bay,358034107547,086848510800,nv1051@airline.vn,1967-12-25,Khac
NV001052,Le Thi Uyen,Dieu hanh,Ky thuat may bay,217685505548,033773982700,nv1052@airline.vn,1984-08-18,Nam
NV001053,Nguyen Duc Son,Ky thuat,Phuc vu mat dat,209344569047,033980389200,nv1053@airline.vn,1990-12-10,Nam
NV001054,Le Thi Hung,Tiep vien,Tai chinh,431008179715,034755959400,nv1054@airline.vn,1984-03-16,Khac
NV001055,Pham Van Lan,Tiep vien,Tai chinh,177783790409,098866850900,nv1055@airline.vn,1986-02-22,Nu
NV001056,Le Duc Dung,Tiep vien,Ky thuat may bay,351304372053,032765689900,nv1056@airline.vn,1994-12-14,Nam
NV001057,Vu Nam,Phi cong,Ky thuat may bay,445265111504,086750115700,nv1057@airline.vn,1997-09-16,Nam
NV001058,Pham Thi Thu,Phi cong,Khai thac bay,693900793186,033916079600,nv1058@airline.vn,1998-11-08,Khac
NV001059,Pham Duc Chi,Dieu hanh,Phuc vu mat dat,955321119776,097290614000,nv1059@airline.vn,1970-08-02,Khac
NV001060,Huynh Thi Dat,Tiep vien,Khai thac bay,152674434210,086343527900,nv1060@airline.vn,1997-02-03,Khac
NV001061,Le Thi Hung,Tiep vien,Dieu hanh bay,667468590601,033134262800,nv1061@airline.vn,1965-09-04,Khac
NV001062,Bui Van Thu,Ky thuat,Ky thuat may bay,592534588176,096973488500,nv1062@airline.vn,1976-10-16,Nu
NV001063,Bui Dat,Dieu hanh,An toan bay,443841682388,033326193500,nv1063@airline.vn,1966-08-04,Nam
NV001064,Hoang Bao,Tiep vien,Dieu hanh bay,668464460153,097259250700,nv1064@airline.vn,1995-10-18,Nam
NV001065,Nguyen Van Uyen,Ky thuat,Phuc vu mat dat,983182038807,097625769500,nv1065@airline.vn,1986-04-04,Khac
NV001066,Pham Thi Dung,Dieu hanh,Dieu hanh bay,591139814367,098398648600,nv1066@airline.vn,1986-02-14,Nu
NV001067,Bui Thi Uyen,Ky thuat,An toan bay,179487460443,032454434000,nv1067@airline.vn,1993-12-23,Nam
NV001068,Vu Thi Anh,Phi cong,Khai thac bay,330912945835,097121756700,nv1068@airline.vn,1991-02-14,Khac
NV001069,Huynh Thi Lan,Phi cong,Dieu hanh bay,981420934012,097426266400,nv1069@airline.vn,1986-02-26,Nam
NV001070,Tran Duc Yen,Tiep vien,An toan bay,929086016924,098176183600,nv1070@airline.vn,1979-12-20,Nam
NV001071,Pham Thi Yen,Dieu hanh,Ky thuat may bay,425342634874,034965517300,nv1071@airline.vn,1981-09-08,Nu
NV001072,Vu Van Manh,Tiep vien,Dieu hanh bay,408596026157,097465453400,nv1072@airline.vn,1998-11-05,Nam
NV001073,Huynh Van Phu,Ky thuat,Ky thuat may bay,871376980569,097409130400,nv1073@airline.vn,1980-09-03,Nu
NV001074,Vo Thi Uyen,Phi cong,Tai chinh,301826774066,097415192900,nv1074@airline.vn,1985-01-04,Khac
NV001075,Pham Duc Cuong,Tiep vien,Ky thuat may bay,895461912931,098522264200,nv1075@airline.vn,1980-04-04,Nu
NV001076,Vu Van Lan,Dieu hanh,Phuc vu mat dat,983783204974,086770992700,nv1076@airline.vn,1993-11-24,Nu
NV001077,Bui Binh,Tiep vien,Ky thuat may bay,967076283935,096879828300,nv1077@airline.vn,1968-11-09,Nam
NV001078,Dang Thi Dat,Phi cong,Dieu hanh bay,797861126065,098415717800,nv1078@airline.vn,1981-11-25,Nam
NV001079,Vu Van Thu,Phi cong,Phuc vu mat dat,618066256902,033819394100,nv1079@airline.vn,1988-01-16,Nam
NV001080,Tran Thi Yen,Tiep vien,Khai thac bay,435781658606,033387982300,nv1080@airline.vn,1970-12-28,Nu
NV001081,Tran Thi Dat,Phi cong,Dieu hanh bay,302918450984,097493741900,nv1081@airline.vn,1987-06-10,Nam
NV001082,Tran Van Bao,Tiep vien,Ky thuat may bay,285836601244,034554245000,nv1082@airline.vn,1969-11-22,Nam
NV001083,Le Thi Nam,Tiep vien,Khai thac bay,760126623552,034836885900,nv1083@airline.vn,1986-06-23,Nam
NV001084,Tran Anh,Phi cong,Ky thuat may bay,109766602884,096578162600,nv1084@airline.vn,1966-05-16,Nu
NV001085,Pham Van Dat,Tiep vien,Dieu hanh bay,448059560088,034325209100,nv1085@airline.vn,1979-06-03,Nam
NV001086,Dang Khanh,Phi cong,Tai chinh,180659062897,032434930200,nv1086@airline.vn,1980-07-11,Nu
NV001087,Le Thi Cuong,Phi cong,Tai chinh,293088029669,033905784300,nv1087@airline.vn,1984-12-13,Khac
NV001088,Bui Thi Uyen,Tiep vien,An toan bay,354893312908,033743780900,nv1088@airline.vn,1965-10-09,Nam
NV001089,Tran Thi Bao,Dieu hanh,Tai chinh,974546014339,033612617300,nv1089@airline.vn,1968-05-21,Nam
NV001090,Hoang An,Ky thuat,Tai chinh,663403822679,097415110700,nv1090@airline.vn,1977-07-07,Nam
NV001091,Hoang Thi Anh,Tiep vien,Ky thuat may bay,616292379142,034272012700,nv1091@airline.vn,1993-07-14,Nu
NV001092,Nguyen Anh,Tiep vien,Ky thuat may bay,409992390773,033396277300,nv1092@airline.vn,1984-10-05,Nu
NV001093,Huynh An,Tiep vien,Phuc vu mat dat,125051959472,096682833900,nv1093@airline.vn,1970-09-21,Nu
NV001094,Bui Nam,Phi cong,Phuc vu mat dat,570596638408,098807913600,nv1094@airline.vn,1978-06-07,Nu
NV001095,Bui Dung,Ky thuat,Ky thuat may bay,383660262843,086309045400,nv1095@airline.vn,1995-09-07,Nam
NV001096,Nguyen Duc Cuong,Tiep vien,Phuc vu mat dat,660710036743,086456124100,nv1096@airline.vn,1977-05-24,Khac
NV001097,Vu Anh,Ky thuat,Dieu hanh bay,690940439342,096533211300,nv1097@airline.vn,1989-01-14,Nam
NV001098,Vo An,Dieu hanh,Khai thac bay,784020194889,086237632600,nv1098@airline.vn,1965-01-25,Nam
NV001099,Dang Nam,Phi cong,Ky thuat may bay,625670449008,098701457400,nv1099@airline.vn,1986-07-24,Nu
NV001100,Nguyen Van Phu,Dieu hanh,Tai chinh,566026213228,032260930200,nv1100@airline.vn,1984-08-22,Nu
NV001101,Hoang Thi Cuong,Tiep vien,Ky thuat may bay,330615237788,034829703700,nv1101@airline.vn,1996-09-11,Nam
NV001102,Hoang Van Phu,Tiep vien,Dieu hanh bay,734398493153,098484745400,nv1102@airline.vn,1991-06-10,Nam
NV001103,Le Thi Nam,Dieu hanh,Dieu hanh bay,615705746913,098381552900,nv1103@airline.vn,1981-08-04,Nu
NV001104,Nguyen Duc Hung,Phi cong,Tai chinh,365683520572,096643122300,nv1104@airline.vn,1991-07-24,Nam
NV001105,Vu Van Oanh,Ky thuat,Phuc vu mat dat,810891398174,034510192500,nv1105@airline.vn,1986-09-28,Nam
NV001106,Vu Duc Lan,Dieu hanh,Ky thuat may bay,118127917536,097241901900,nv1106@airline.vn,1961-02-28,Nam
NV001107,Vo Bao,Dieu hanh,Ky thuat may bay,773478843037,097449630800,nv1107@airline.vn,1960-05-21,Nu
NV001108,Le Yen,Tiep vien,An toan bay,934838768592,086181826900,nv1108@airline.vn,1973-07-11,Khac
NV001109,Le Thi Binh,Ky thuat,Phuc vu mat dat,431802241415,097571874100,nv1109@airline.vn,1973-11-20,Nu
NV001110,Vu Anh,Tiep vien,Phuc vu mat dat,688861283245,032352562800,nv1110@airline.vn,1972-04-12,Khac
NV001111,Vu Chi,Phi cong,Dieu hanh bay,344309745659,098308090900,nv1111@airline.vn,1988-05-09,Nu
NV001112,Vo Viet,Tiep vien,Tai chinh,525785469266,033758360200,nv1112@airline.vn,1988-09-11,Nam
NV001113,Dang Dat,Ky thuat,Ky thuat may bay,644531229429,098728027800,nv1113@airline.vn,1977-11-10,Nam
NV001114,Hoang Duc Anh,Tiep vien,An toan bay,590443424564,097871241500,nv1114@airline.vn,1976-01-25,Nam
NV001115,Vo Thu,Ky thuat,An toan bay,411279128295,032544828400,nv1115@airline.vn,1969-01-28,Khac
NV001116,Vu Duc Viet,Phi cong,Ky thuat may bay,587894424173,034435076600,nv1116@airline.vn,1979-02-03,Nu
NV001117,Vo Thi Lan,Phi cong,An toan bay,162656531491,098154220900,nv1117@airline.vn,1962-10-28,Nu
NV001118,Nguyen Duc Uyen,Ky thuat,Ky thuat may bay,657168809432,033506290700,nv1118@airline.vn,1978-12-09,Nu
NV001119,Pham Duc Anh,Ky thuat,Ky thuat may bay,474718724471,033436022100,nv1119@airline.vn,1968-07-14,Nam
NV001120,Nguyen Duc Binh,Ky thuat,Khai thac bay,909904645347,032217674600,nv1120@airline.vn,1963-12-08,Nu
NV001121,Bui Son,Phi cong,Khai thac bay,858491254716,098941988400,nv1121@airline.vn,1996-10-24,Khac
NV001122,Huynh Van Chi,Dieu hanh,Khai thac bay,651122822793,033851320600,nv1122@airline.vn,1977-07-14,Nam
NV001123,Hoang Oanh,Ky thuat,Dieu hanh bay,202749863342,096785118800,nv1123@airline.vn,1992-08-22,Nam
NV001124,Hoang Viet,Ky thuat,Tai chinh,702942111499,033126546100,nv1124@airline.vn,1983-12-05,Nu
NV001125,Vu Duc Phu,Phi cong,An toan bay,781361788892,032563430900,nv1125@airline.vn,1970-12-08,Nam
NV001126,Nguyen Thi Khanh,Ky thuat,Dieu hanh bay,417433594560,098129106900,nv1126@airline.vn,1980-05-27,Khac
NV001127,Pham Dat,Tiep vien,Phuc vu mat dat,375166036260,032694841700,nv1127@airline.vn,1964-04-03,Khac
NV001128,Vu Duc Binh,Ky thuat,Ky thuat may bay,332974642591,096251479200,nv1128@airline.vn,1976-08-24,Nu
NV001129,Le Nam,Tiep vien,Ky thuat may bay,240993527738,032415374000,nv1129@airline.vn,1980-10-09,Nu
NV001130,Tran Thi An,Tiep vien,An toan bay,810734842449,033699531700,nv1130@airline.vn,1965-09-24,Khac
NV001131,Vu Oanh,Ky thuat,Ky thuat may bay,323748520477,032441509900,nv1131@airline.vn,1983-02-17,Nam
NV001132,Nguyen Duc Hung,Dieu hanh,Ky thuat may bay,392897851884,086633984700,nv1132@airline.vn,1994-02-12,Nam
NV001133,Bui Duc Anh,Tiep vien,Tai chinh,637381701202,096650071800,nv1133@airline.vn,1981-10-26,Nam
NV001134,Bui Duc Anh,Phi cong,Phuc vu mat dat,462388329983,034970451000,nv1134@airline.vn,1967-07-15,Nu
NV001135,Bui Thi Khanh,Dieu hanh,Phuc vu mat dat,744662139512,033621853500,nv1135@airline.vn,1994-10-03,Nam
NV001136,Nguyen Van Lan,Tiep vien,Dieu hanh bay,384279927925,033390328700,nv1136@airline.vn,1979-03-04,Nu
NV001137,Bui Thi Viet,Phi cong,An toan bay,289414950547,032964044100,nv1137@airline.vn,1980-03-16,Nam
NV001138,Hoang Van Chi,Tiep vien,Tai chinh,196214042341,033518522000,nv1138@airline.vn,1965-06-21,Nu
NV001139,Huynh Van Lan,Phi cong,Ky thuat may bay,139614446262,033198794400,nv1139@airline.vn,1979-05-01,Khac
NV001140,Vo Van Bao,Phi cong,Khai thac bay,915562747212,086704923500,nv1140@airline.vn,1995-05-22,Nu
NV001141,Huynh Viet,Ky thuat,Phuc vu mat dat,979391600508,034646159300,nv1141@airline.vn,1979-02-26,Nam
NV001142,Bui Van Cuong,Tiep vien,Dieu hanh bay,778341807103,098547785000,nv1142@airline.vn,1981-03-02,Khac
NV001143,Hoang Van Chi,Phi cong,Dieu hanh bay,215842564981,097741636600,nv1143@airline.vn,1984-12-20,Nam
NV001144,Nguyen Thi Binh,Tiep vien,Tai chinh,247102882080,098307195000,nv1144@airline.vn,1985-09-05,Khac
NV001145,Dang Thi Hung,Phi cong,Tai chinh,648942141827,034774626000,nv1145@airline.vn,1970-11-26,Khac
NV001146,Bui Cuong,Tiep vien,Khai thac bay,312725770811,097554645800,nv1146@airline.vn,1991-10-26,Nam
NV001147,Nguyen Duc An,Dieu hanh,Phuc vu mat dat,826447127632,098690046300,nv1147@airline.vn,1991-03-25,Nam
NV001148,Dang Van Viet,Tiep vien,Phuc vu mat dat,130690836674,032877292700,nv1148@airline.vn,1977-09-11,Khac
NV001149,Le Thi Nam,Dieu hanh,Dieu hanh bay,237178144218,033686612200,nv1149@airline.vn,1965-05-11,Nam
NV001150,Nguyen Van Phu,Tiep vien,Tai chinh,671006131619,086126735400,nv1150@airline.vn,1984-01-10,Nam
NV001151,Le Duc Khanh,Phi cong,Dieu hanh bay,494205737772,098604047800,nv1151@airline.vn,1990-05-15,Khac
NV001152,Bui Van Phu,Dieu hanh,Khai thac bay,796143037850,096947349100,nv1152@airline.vn,1981-07-13,Nu
NV001153,Pham Van Binh,Ky thuat,Ky thuat may bay,573968621169,098325716000,nv1153@airline.vn,1974-09-18,Khac
NV001154,Dang Anh,Ky thuat,Ky thuat may bay,866331979163,096498718900,nv1154@airline.vn,1964-04-13,Nam
NV001155,Vu Thi Hung,Dieu hanh,Khai thac bay,198289127754,032424688900,nv1155@airline.vn,1995-07-01,Nu
NV001156,Vo Duc Cuong,Ky thuat,Khai thac bay,734597160498,096125876800,nv1156@airline.vn,1973-09-01,Nam
NV001157,Huynh Duc Dung,Dieu hanh,An toan bay,455474242292,097512538100,nv1157@airline.vn,1995-03-23,Nu
NV001158,Hoang Van Chi,Tiep vien,Dieu hanh bay,721949399827,097180160900,nv1158@airline.vn,1983-04-10,Khac
NV001159,Le Thi Bao,Dieu hanh,Ky thuat may bay,202575436790,097785918600,nv1159@airline.vn,1990-04-21,Nam
NV001160,Bui Thi Phu,Tiep vien,Tai chinh,532632715959,086113130700,nv1160@airline.vn,1995-05-28,Khac
NV001161,Dang Duc Uyen,Ky thuat,Tai chinh,266046998483,096379842300,nv1161@airline.vn,1983-11-22,Nam
NV001162,Le Thi Anh,Dieu hanh,Khai thac bay,940783384363,032984062500,nv1162@airline.vn,1973-03-08,Nu
NV001163,Pham Binh,Dieu hanh,An toan bay,569623956441,096600004700,nv1163@airline.vn,1987-08-14,Khac
NV001164,Dang An,Tiep vien,Ky thuat may bay,709033707664,033904685600,nv1164@airline.vn,1977-12-09,Nu
NV001165,Bui Duc Yen,Tiep vien,Khai thac bay,491834380478,097436661800,nv1165@airline.vn,1965-08-11,Nu
NV001166,Huynh Thi Dat,Dieu hanh,Tai chinh,639545184056,034867312600,nv1166@airline.vn,1977-02-22,Nam
NV001167,Hoang Anh,Tiep vien,Dieu hanh bay,454093264973,098301830400,nv1167@airline.vn,1967-10-20,Khac
NV001168,Vu Duc Nam,Tiep vien,Ky thuat may bay,549309965846,034634007900,nv1168@airline.vn,1964-06-25,Khac
NV001169,Hoang Dung,Ky thuat,An toan bay,570723483982,033113314800,nv1169@airline.vn,1963-10-07,Nu
NV001170,Dang Van Khanh,Phi cong,Dieu hanh bay,313821868987,098163148000,nv1170@airline.vn,1965-12-11,Khac
NV001171,Le Duc Khanh,Tiep vien,Phuc vu mat dat,407194639003,098460653900,nv1171@airline.vn,1979-11-20,Nam
NV001172,Vo Thu,Dieu hanh,Khai thac bay,789633130307,096526208000,nv1172@airline.vn,1987-11-23,Nam
NV001173,Tran Van Anh,Tiep vien,Khai thac bay,326746930948,033603336700,nv1173@airline.vn,1995-01-03,Nu
NV001174,Pham Thi Viet,Tiep vien,An toan bay,539800922735,097915323000,nv1174@airline.vn,1966-06-11,Nu
NV001175,Hoang Van Uyen,Tiep vien,Phuc vu mat dat,270019589913,086168623600,nv1175@airline.vn,1987-08-28,Nu
NV001176,Vu Hung,Tiep vien,Khai thac bay,467774297502,097445963200,nv1176@airline.vn,1985-12-28,Nu
NV001177,Bui Van Cuong,Phi cong,An toan bay,270471005542,097990393000,nv1177@airline.vn,1982-07-15,Nam
NV001178,Dang Van Son,Tiep vien,Khai thac bay,494919028413,034464917800,nv1178@airline.vn,1995-04-28,Nam
NV001179,Vo Duc Viet,Tiep vien,An toan bay,195085249057,033748065800,nv1179@airline.vn,1971-07-09,Nam
NV001180,Bui Son,Ky thuat,Tai chinh,394256792951,034763411300,nv1180@airline.vn,1960-08-18,Nam
NV001181,Vo Van Phu,Dieu hanh,Tai chinh,766149663448,096208505100,nv1181@airline.vn,1989-08-12,Nu
NV001182,Tran Duc Hung,Tiep vien,Khai thac bay,438415357221,096377178600,nv1182@airline.vn,1981-04-22,Nam
NV001183,Vu Thi Nam,Dieu hanh,Tai chinh,369551949755,096664291700,nv1183@airline.vn,1996-08-09,Khac
NV001184,Vo Duc Uyen,Ky thuat,Ky thuat may bay,628438604476,032706739200,nv1184@airline.vn,1980-05-24,Nu
NV001185,Pham Thi Oanh,Ky thuat,An toan bay,823576364236,086270873500,nv1185@airline.vn,1981-07-26,Nam
NV001186,Le Duc An,Dieu hanh,Khai thac bay,544472751794,097504315700,nv1186@airline.vn,1979-02-12,Nam
NV001187,Huynh Cuong,Ky thuat,Khai thac bay,160104242000,097180092200,nv1187@airline.vn,1967-02-11,Nu
NV001188,Vo Thi Viet,Tiep vien,An toan bay,391890020105,033220387500,nv1188@airline.vn,1976-12-18,Khac
NV001189,Le Duc Khanh,Tiep vien,Dieu hanh bay,653887247144,034773254300,nv1189@airline.vn,1976-02-08,Nu
NV001190,Hoang Duc Yen,Phi cong,Dieu hanh bay,463070624691,097727623100,nv1190@airline.vn,1989-04-20,Nu
NV001191,Le Thi Manh,Dieu hanh,Ky thuat may bay,512174002019,034129616700,nv1191@airline.vn,1997-06-16,Nu
NV001192,Vo Van Son,Ky thuat,Dieu hanh bay,267694040179,098990707500,nv1192@airline.vn,1976-11-21,Nam
NV001193,Pham Thi Uyen,Tiep vien,Phuc vu mat dat,910639272255,097606590800,nv1193@airline.vn,1988-01-10,Nam
NV001194,Vo Duc Dung,Ky thuat,An toan bay,797694194292,097261088100,nv1194@airline.vn,1976-12-16,Khac
NV001195,Pham Van Oanh,Dieu hanh,Ky thuat may bay,450957430490,096670501900,nv1195@airline.vn,1962-09-23,Nam
NV001196,Vo Duc Oanh,Ky thuat,Khai thac bay,607332966799,032420383500,nv1196@airline.vn,1998-07-04,Nam
NV001197,Tran Duc Viet,Dieu hanh,Tai chinh,821688679576,098165957300,nv1197@airline.vn,1966-08-24,Nam
NV001198,Vu Duc Viet,Dieu hanh,Khai thac bay,699100182939,086398798800,nv1198@airline.vn,1993-06-11,Nam
NV001199,Vu Van Hung,Tiep vien,An toan bay,958179229120,033811723900,nv1199@airline.vn,1988-07-22,Nam
NV001200,Huynh Lan,Ky thuat,Phuc vu mat dat,974772338944,034984474900,nv1200@airline.vn,1998-07-02,Khac
NV001201,Nguyen Thi Viet,Tiep vien,An toan bay,334240347497,034243235000,nv1201@airline.vn,1973-04-26,Nu
NV001202,Tran Van Lan,Phi cong,Ky thuat may bay,152353768105,096885333900,nv1202@airline.vn,1979-03-16,Nu
NV001203,Bui Manh,Ky thuat,Tai chinh,348776892801,034904944000,nv1203@airline.vn,1996-07-15,Nam
NV001204,Hoang Van Anh,Tiep vien,Tai chinh,111457085439,097186485800,nv1204@airline.vn,1989-11-24,Nam
NV001205,Huynh Duc Uyen,Dieu hanh,Phuc vu mat dat,662748905513,033674963800,nv1205@airline.vn,1971-11-14,Nam
NV001206,Vo Duc Cuong,Phi cong,Phuc vu mat dat,657857651053,098977599300,nv1206@airline.vn,1984-07-19,Nam
NV001207,Tran Thi Hung,Tiep vien,Phuc vu mat dat,388087331582,097379158200,nv1207@airline.vn,1980-03-26,Khac
NV001208,Tran Dung,Dieu hanh,An toan bay,990489084441,096613607500,nv1208@airline.vn,1985-06-15,Nu
NV001209,Hoang Duc Thu,Tiep vien,Phuc vu mat dat,853228964755,098631880600,nv1209@airline.vn,1977-05-03,Nam
NV001210,Dang Duc Dung,Phi cong,Phuc vu mat dat,308091790229,096130686000,nv1210@airline.vn,1981-03-02,Nam
NV001211,Dang Van Bao,Dieu hanh,Phuc vu mat dat,894359439843,086960656100,nv1211@airline.vn,1979-02-18,Nu
NV001212,Vo Duc Chi,Ky thuat,Tai chinh,280966639236,032224991600,nv1212@airline.vn,1976-11-17,Nam
